,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1748,1,0,1,1,0.943661972,1,1,1,1,1,1,0,1,1,0.598401559,0.614304303,0,1,0,0,0,1,0,0,0,1,0
1749,0,0,0,1,0.535211268,1,1,0,0,0,1,1,1,0,0.819180838,0.448085548,0,0,1,0,0,0,1,0,0,0,1
1750,1,0,1,0,0.070422535,1,1,0,1,0,0,0,1,1,0.72127871,0.057032221,0,0,1,0,1,0,0,0,0,1,0
1751,0,0,0,0,0.478873239,1,1,0,0,0,0,0,0,0,0.567432544,0.302522762,1,0,1,0,1,0,0,0,1,0,0
1752,0,0,1,0,0.366197183,1,0,0,1,0,1,0,0,1,0.352147839,0.158474206,0,1,0,0,1,0,0,0,0,1,0
1753,0,0,0,1,0.563380282,1,0,1,1,1,0,1,0,0,0.515983978,0.332402838,0,1,0,0,0,1,0,0,0,0,1
1754,0,0,1,1,0.690140845,1,0,1,0,0,1,1,1,0,0.56893106,0.463141176,0,1,0,0,0,1,0,0,0,1,0
1755,0,0,0,0,0.014084507,1,0,1,0,0,0,0,0,1,0.570929032,0.019690796,1,0,1,0,1,0,0,0,0,1,0
1756,1,0,0,0,0.887323944,1,1,0,1,1,1,1,1,1,0.918581405,0.814957376,0,0,1,0,0,0,1,0,1,0,0
1757,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.556443548,0.006403699,1,0,1,0,1,0,0,0,0,0,1
1758,0,1,1,0,0.394366197,1,0,1,0,1,0,0,1,0,0.714785189,0.304909689,0,0,1,0,0,1,0,1,0,0,0
1759,1,0,1,0,0.309859155,1,0,1,0,1,1,0,1,1,0.501498494,0.193105037,0,1,0,0,0,1,0,1,0,0,0
1760,1,1,0,0,0.338028169,1,1,0,1,0,0,0,1,1,0.71078917,0.250680543,1,0,1,0,1,0,0,0,0,1,0
1761,1,0,0,0,0.887323944,1,1,1,1,1,1,1,1,1,0.964535435,0.845565647,0,0,1,0,0,0,1,1,0,0,0
1762,1,1,0,0,0.211267606,1,1,0,0,0,0,1,1,1,0.777722281,0.180592394,1,0,1,0,1,0,0,0,0,1,0
1763,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.508991001,0.005854645,1,0,1,0,1,0,0,1,0,0,0
1764,0,0,0,0,0.323943662,1,1,0,1,0,0,1,1,1,0.810189813,0.275798306,0,0,1,0,1,0,0,1,0,0,0
1765,0,0,1,0,0.014084507,1,1,0,0,1,0,1,0,1,0.728271687,0.017639069,0,0,1,0,1,0,0,0,0,1,0
1766,1,0,1,1,0.464788732,1,0,1,1,1,1,1,1,0,0.661338651,0.326033804,0,1,0,0,0,0,1,0,0,0,1
1767,0,1,1,0,0.492957746,1,1,0,0,0,0,0,1,1,0.666333656,0.359936425,1,0,1,0,1,0,0,0,1,0,0
1768,0,0,1,1,0.732394366,1,1,0,0,1,1,1,1,1,0.601398592,0.453529831,0,1,0,0,0,1,0,0,0,0,1
1769,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0.791208779,0.805981806,0,0,1,0,0,0,1,0,1,0,0
1770,1,0,0,0,0.112676056,1,1,0,0,0,0,0,1,1,0.646853168,0.090674757,1,0,1,0,1,0,0,0,0,1,0
1771,1,0,0,0,0.098591549,1,0,0,0,0,0,1,0,1,0.61488509,0.076341568,1,0,1,0,1,0,0,1,0,0,0
1772,0,1,0,0,0.61971831,1,0,1,0,1,0,0,1,0,0.441058942,0.320491258,1,1,0,0,0,1,0,0,1,0,0
1773,1,0,0,0,0.084507042,1,0,0,0,1,1,1,1,1,0.81768232,0.08046814,0,0,1,0,1,0,0,0,0,1,0
1774,1,1,0,0,0.563380282,1,0,0,0,1,1,1,1,1,0.824675297,0.462054611,0,0,1,0,0,1,0,1,0,0,0
1775,0,0,1,0,0.957746479,1,1,1,1,1,1,0,1,1,0.885614341,0.843606427,0,0,1,0,0,1,0,0,1,0,0
1776,1,1,1,0,0.971830986,1,1,1,1,1,1,1,1,1,0.735764194,0.746204328,0,1,0,0,0,0,1,1,0,0,0
1777,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.947552448,0.941511354,0,0,1,0,0,0,1,1,0,0,0
1778,1,0,0,0,0.971830986,1,1,1,1,1,1,1,1,1,0.933066888,0.898956821,0,0,1,0,0,0,1,0,1,0,0
1779,0,0,0,1,0.478873239,1,0,0,0,0,1,1,1,1,0.534965012,0.286236082,0,1,0,0,0,1,0,0,0,0,1
1780,0,0,0,0,0.169014085,1,1,1,0,0,0,1,1,0,0.795204799,0.140026008,1,0,1,0,1,0,0,0,0,0,1
1781,1,0,1,0,0.154929577,1,1,1,0,1,0,1,1,0,0.602397578,0.099164861,0,1,0,0,0,1,0,0,0,1,0
1782,1,0,1,1,0.85915493,1,0,1,0,1,1,1,0,1,0.521478514,0.490634324,0,1,0,0,0,1,0,1,0,0,0
1783,1,0,0,0,0.338028169,1,0,1,0,0,1,1,1,1,0.575424582,0.228186673,0,1,0,0,1,0,0,0,1,0,0
1784,0,1,0,0,0.098591549,1,0,0,0,0,0,0,0,1,0.513486475,0.062863749,0,0,1,0,1,0,0,0,1,0,0
1785,1,0,0,0,0.23943662,1,0,0,0,1,0,0,0,1,0.314185809,0.101008526,0,1,0,0,1,0,0,0,0,0,1
1786,1,0,0,0,0.098591549,1,0,1,0,0,0,1,0,1,0.414085908,0.05420026,0,1,0,0,1,0,0,0,0,1,0
1787,0,0,1,0,0.61971831,1,1,1,0,1,0,0,0,1,0.65934068,0.427117463,0,0,1,0,1,0,0,0,0,0,1
1788,0,0,0,0,0.028169014,1,0,0,0,0,0,0,0,0,0.268731272,0.01420026,0,1,0,0,1,0,0,0,0,0,1
1789,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0.969030985,0.971703489,0,0,1,0,0,0,1,0,0,1,0
1790,0,0,0,0,0.633802817,1,1,1,1,0,0,0,1,1,0.750749209,0.4780754,1,0,1,0,1,0,0,0,0,1,0
1791,1,0,1,1,0.985915493,1,1,1,1,1,0,1,0,1,0.803696292,0.814078879,0,0,1,0,0,0,1,0,1,0,0
1792,0,1,0,0,0.338028169,1,1,0,1,1,0,1,1,0,0.873126829,0.304742089,1,0,1,0,1,0,0,0,0,0,1
1793,0,0,0,0,0.23943662,1,1,0,0,1,1,1,1,1,0.633866124,0.162589216,1,1,0,0,0,1,0,0,1,0,0
1794,1,0,1,1,0.901408451,1,1,1,1,1,1,1,1,0,0.729270749,0.687195515,0,1,0,0,0,0,1,1,0,0,0
1795,0,0,1,0,0.830985915,1,1,0,1,1,0,1,0,1,0.77122876,0.66164426,1,0,1,0,1,0,0,0,0,1,0
1796,0,0,1,0,0.408450704,1,1,0,0,0,0,1,1,1,0.754245773,0.329154741,1,0,1,0,1,0,0,0,1,0,0
1797,1,0,1,1,0.577464789,1,0,0,0,1,1,1,1,1,0.81768232,0.495281017,0,0,1,0,0,0,1,0,0,1,0
1798,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.361638356,0.004149689,1,1,0,0,1,0,0,0,0,0,1
1799,0,1,0,0,0.535211268,1,1,0,0,0,0,1,1,1,0.770229774,0.432330594,1,0,1,0,1,0,0,1,0,0,0
1800,1,0,1,1,0.732394366,1,0,0,1,1,1,1,1,1,0.896103883,0.683860725,0,0,1,0,1,0,0,1,0,0,0
1801,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0.759740233,0.00875596,1,0,1,0,1,0,0,0,0,1,0
1802,1,1,1,1,0.422535211,1,0,0,0,1,1,1,1,1,0.802697306,0.334338974,1,0,1,0,1,0,0,0,0,1,0
1803,1,1,0,1,0.408450704,1,1,0,0,0,1,1,1,1,0.826673345,0.341644271,0,0,1,0,1,0,0,0,0,1,0
1804,1,0,0,1,0.154929577,1,1,0,1,1,0,1,1,1,0.866633385,0.145273807,0,0,1,0,1,0,0,0,0,1,0
1805,1,1,0,0,0.788732394,1,0,1,0,1,1,1,0,0,0.51248749,0.460528825,0,1,0,0,0,0,1,1,0,0,0
1806,1,0,1,0,0.802816901,1,0,1,1,0,0,1,0,1,0.46653346,0.436093061,0,1,0,0,1,0,0,0,1,0,0
1807,1,0,0,0,0.098591549,1,0,0,0,0,1,0,0,0,0.308191819,0.045010837,0,1,0,0,1,0,0,0,0,1,0
1808,0,1,0,0,0.028169014,1,1,0,0,0,0,0,0,1,0.574425596,0.02461494,1,0,1,0,1,0,0,0,0,1,0
1809,1,1,1,0,0.338028169,1,0,0,1,1,0,0,1,0,0.697802203,0.251096651,0,0,1,0,1,0,0,1,0,0,0
1810,1,0,1,1,0.788732394,1,1,0,1,0,0,1,1,1,0.819680292,0.646478855,0,0,1,0,1,0,0,0,0,1,0
1811,1,0,1,0,0.901408451,1,1,0,1,1,1,1,1,1,0.890109892,0.816529415,0,0,1,0,0,0,1,1,0,0,0
1812,1,0,1,0,0.985915493,1,1,0,0,1,1,1,1,1,0.618381579,0.652321919,0,1,0,0,0,0,1,1,0,0,0
1813,1,0,1,1,0.281690141,1,0,0,1,0,0,1,0,1,0.402597381,0.138315267,0,1,0,0,0,1,0,0,1,0,0
1814,0,0,1,0,0.985915493,1,1,1,1,1,0,1,1,1,0.909590381,0.905684138,0,0,1,0,0,1,0,0,0,1,0
1815,1,0,0,0,0.084507042,1,0,0,0,1,0,0,0,1,0.565434572,0.058505996,0,0,1,0,1,0,0,0,0,1,0
1816,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0.543956036,0.606426839,0,1,0,0,0,0,1,0,1,0,0
1817,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.514984992,0.005923999,0,0,1,0,1,0,0,0,0,1,0
1818,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0.800199803,0.821915931,0,0,1,0,0,0,1,1,0,0,0
1819,1,0,1,1,0.887323944,1,1,0,1,1,1,1,1,1,0.928071883,0.837809588,0,0,1,0,0,1,0,0,0,1,0
1820,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.962537463,0.979956676,0,0,1,0,0,0,1,0,0,1,0
1821,1,0,0,0,0.394366197,1,1,0,0,1,0,1,1,0,0.819180838,0.330576506,0,0,1,0,1,0,0,1,0,0,0
1822,1,0,0,0,0.422535211,1,1,1,1,0,0,1,1,0,0.857142829,0.368357185,0,0,1,0,1,0,0,0,0,1,0
1823,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.511488504,0.005883543,1,0,1,0,1,0,0,0,0,1,0
1824,0,0,1,0,0.845070423,1,1,0,1,1,0,1,1,1,0.869130887,0.723895413,1,0,1,0,1,0,0,0,0,1,0
1825,0,0,1,0,0.126760563,1,0,0,0,0,0,0,0,1,0.51698304,0.083149835,1,0,1,0,1,0,0,0,0,1,0
1826,1,0,1,1,0.183098592,1,1,0,1,0,1,1,1,0,0.618381579,0.129253004,0,1,0,0,1,0,0,0,1,0,0
1827,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0.615884076,0.00709146,1,0,1,0,1,0,0,0,0,0,1
1828,1,0,1,1,0.929577465,1,1,1,0,0,1,0,1,1,0.757242731,0.730830827,1,0,1,0,0,1,0,0,1,0,0
1829,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.727272701,0.771952053,0,1,0,0,0,0,1,1,0,0,0
1830,0,0,1,1,0.070422535,1,0,0,0,0,0,0,0,1,0.260239741,0.027967055,1,1,0,0,1,0,0,1,0,0,0
1831,1,1,0,0,0.450704225,1,1,0,1,1,1,1,1,1,0.918081873,0.420355434,1,0,1,0,1,0,0,0,0,1,0
1832,0,0,0,0,0.23943662,1,0,1,0,1,1,1,0,1,0.497502475,0.148065314,0,1,0,0,1,0,0,0,0,1,0
1833,0,0,1,0,0.985915493,1,0,0,1,1,1,1,1,1,0.604895081,0.641063441,0,1,0,0,0,0,1,0,1,0,0
1834,0,1,1,1,0.38028169,1,1,0,0,0,0,0,0,1,0.324175819,0.157543713,0,1,0,0,0,1,0,0,0,1,0
1835,1,0,0,1,0.014084507,1,1,1,0,0,0,0,0,0,0.619380641,0.019563648,0,0,1,0,1,0,0,0,1,0,0
1836,0,0,1,1,0.225352113,1,1,0,1,1,1,0,0,1,0.481018943,0.12231759,0,1,0,0,1,0,0,0,0,0,1
1837,0,0,0,0,0.774647887,1,1,1,1,0,0,0,0,1,0.677822183,0.566802474,0,0,1,0,1,0,0,0,0,1,0
1838,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.647852153,0.00746135,0,0,1,0,1,0,0,0,0,0,1
1839,0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.520978983,0.014084669,1,0,1,0,1,0,0,0,1,0,0
1840,0,0,1,0,0.873239437,1,1,1,0,0,1,0,0,1,0.660339666,0.619442255,0,0,1,0,0,0,1,0,1,0,0
1841,0,1,1,0,0.084507042,1,1,0,0,1,0,1,1,1,0.806193794,0.074740646,1,0,1,0,1,0,0,0,0,1,0
1842,1,0,0,0,0.76056338,1,0,0,1,1,0,0,1,1,0.461538455,0.415922566,0,1,0,0,0,0,1,0,0,0,1
1843,1,0,1,0,0.901408451,1,1,1,1,0,1,1,0,1,0.815184818,0.765744835,0,0,1,0,0,1,0,1,0,0,0
1844,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0.661838182,0.007623176,1,0,1,0,1,0,0,0,0,1,0
1845,1,1,1,0,0.971830986,1,1,1,1,1,1,1,1,1,0.943556429,0.921109678,0,0,1,0,0,0,1,0,1,0,0
1846,0,0,0,0,0.718309859,1,0,0,1,1,1,1,1,1,0.863636351,0.625111989,1,0,1,0,0,1,0,1,0,0,0
1847,0,0,0,0,0.295774648,1,1,1,0,0,0,0,0,1,0.358641361,0.12813177,1,1,0,0,1,0,0,0,0,1,0
1848,0,0,0,0,0.295774648,1,0,0,1,1,1,0,1,1,0.763236721,0.24550788,0,0,1,0,1,0,0,1,0,0,0
1849,1,1,0,0,0.056338028,1,0,1,1,0,1,0,0,0,0.413086922,0.031093773,0,1,0,0,1,0,0,0,1,0,0
1850,1,0,1,0,0.647887324,1,0,0,0,1,0,0,1,1,0.666833187,0.465458737,1,0,1,0,1,0,0,0,0,1,0
1851,1,0,0,0,0.450704225,1,1,0,0,0,0,0,1,1,0.647352622,0.316601658,1,0,1,0,1,0,0,0,0,1,0
1852,0,0,0,0,0.774647887,1,0,0,1,1,1,1,1,1,0.631868153,0.521959277,0,1,0,0,0,0,1,0,1,0,0
1853,0,0,0,0,0.478873239,1,1,1,0,1,0,0,0,1,0.410089889,0.239971091,0,1,0,0,1,0,0,0,0,1,0
1854,1,0,0,0,0.197183099,1,1,1,0,1,0,0,0,1,0.657342632,0.148394743,0,0,1,0,1,0,0,0,1,0,0
1855,0,0,0,0,0.323943662,1,0,0,0,0,0,1,1,1,0.717282691,0.25656986,1,0,1,0,1,0,0,0,0,1,0
1856,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.369630356,0.004242161,0,1,0,0,1,0,0,0,0,0,1
1857,1,0,1,1,0.971830986,1,0,1,0,0,1,1,1,0,0.567432544,0.626371912,0,1,0,0,0,0,1,0,1,0,0
1858,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0.72127871,0.008310938,1,0,1,0,1,0,0,0,0,1,0
1859,1,0,0,1,0.042253521,1,1,0,1,0,0,1,0,0,0.709790184,0.040086692,1,0,1,0,1,0,0,0,0,0,1
1860,1,0,0,0,0.535211268,1,0,0,0,0,1,0,1,0,0.407092893,0.253177275,0,1,0,0,0,1,0,0,0,1,0
1861,1,0,0,0,0.394366197,1,1,1,0,0,0,0,1,1,0.475024953,0.21884699,0,1,0,0,1,0,0,0,0,1,0
1862,1,0,0,0,0.845070423,1,1,1,0,1,1,1,1,0,0.678321638,0.596035232,0,1,0,0,0,0,1,0,1,0,0
1863,0,0,0,1,0.169014085,1,0,1,0,0,0,0,0,1,0.335164815,0.075341716,0,1,0,0,1,0,0,0,1,0,0
1864,1,0,1,0,0.816901408,1,1,1,1,1,0,1,1,1,0.905094907,0.755832972,0,0,1,0,0,1,0,0,1,0,0
1865,0,0,1,1,0.85915493,1,1,1,1,0,0,1,0,1,0.763236721,0.667302424,0,0,1,0,0,1,0,0,1,0,0
1866,0,1,1,0,0.450704225,1,0,1,1,0,1,0,1,1,0.749250768,0.35100708,0,0,1,0,0,1,0,0,0,1,0
1867,0,0,0,1,0.915492958,1,0,0,1,1,1,1,1,1,0.6088911,0.598439543,0,1,0,0,0,0,1,0,1,0,0
1868,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0.964035981,0.969357029,0,0,1,0,0,0,1,0,1,0,0
1869,1,0,0,0,0.253521127,1,1,1,1,0,0,0,1,1,0.765234769,0.204640948,1,0,1,0,1,0,0,0,0,1,0
1870,1,0,1,1,0.704225352,1,1,1,0,0,1,1,0,1,0.765234769,0.575778044,0,0,1,0,0,1,0,0,0,0,1
1871,0,0,0,0,0.873239437,1,1,0,1,0,1,1,1,0,0.86763237,0.773801496,0,0,1,0,1,0,0,0,0,1,0
1872,0,0,0,0,0.295774648,1,1,1,0,0,0,1,1,1,0.8271728,0.265655263,1,0,1,0,1,0,0,1,0,0,0
1873,1,0,0,0,0.042253521,1,0,0,0,0,0,0,0,1,0.514485537,0.028672156,1,0,1,0,1,0,0,0,1,0,0
1874,0,0,1,0,0.042253521,1,1,0,0,0,0,0,0,1,0.560439567,0.03266002,1,0,1,0,1,0,0,0,0,1,0
1875,0,0,1,1,0.985915493,1,0,1,1,1,1,1,1,0,0.668331628,0.694818656,0,1,0,0,0,0,1,1,0,0,0
1876,0,0,0,0,0.042253521,1,1,0,0,0,0,0,0,0,0.318181829,0.021702067,1,1,0,0,1,0,0,0,0,0,1
1877,1,0,0,0,0.084507042,1,1,1,0,0,0,0,0,1,0.610389617,0.067718539,1,0,1,0,1,0,0,0,0,0,1
1878,0,0,0,0,0.957746479,1,1,0,1,0,1,1,1,1,0.865634322,0.851576339,0,0,1,0,0,1,0,1,0,0,0
1879,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0.820179823,0.845565647,0,0,1,0,0,0,1,1,0,0,0
1880,0,1,0,0,0.253521127,1,1,0,0,1,0,0,0,1,0.612387588,0.167941049,1,0,1,0,1,0,0,0,0,1,0
1881,0,0,0,0,0.38028169,1,0,0,0,1,1,0,1,0,0.723776213,0.301378402,0,0,1,0,1,0,0,0,0,1,0
1882,0,0,1,0,0.056338028,1,1,0,1,0,0,0,0,1,0.601398592,0.04545586,1,0,1,0,1,0,0,0,0,1,0
1883,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.981018966,0.954567237,0,0,1,0,0,0,1,0,1,0,0
1884,0,1,1,1,0.098591549,1,0,0,0,0,0,1,0,1,0.618381579,0.065262247,1,0,1,0,1,0,0,0,1,0,0
1885,1,0,0,0,0.084507042,1,0,1,0,0,0,0,1,1,0.405094884,0.040502818,0,1,0,0,0,1,0,0,0,1,0
1886,1,0,0,0,0.295774648,1,0,1,0,0,0,0,0,1,0.3121878,0.119081063,0,1,0,0,1,0,0,0,0,1,0
1887,0,0,1,0,0.718309859,1,1,1,1,1,1,0,1,1,0.627872134,0.501153035,0,1,0,0,0,1,0,0,1,0,0
1888,1,0,1,0,0.985915493,1,1,1,1,1,1,1,1,0,0.693306652,0.733593423,0,1,0,0,0,0,1,1,0,0,0
1889,1,1,0,0,0.464788732,1,1,0,1,0,1,1,0,1,0.77722275,0.366582864,0,0,1,0,1,0,0,0,0,1,0
1890,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25424575,0.002907094,0,1,0,0,1,0,0,0,0,1,0
1891,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.315184795,0.003612195,1,1,0,0,1,0,0,0,0,0,1
1892,1,0,1,1,0.732394366,1,0,0,0,1,0,0,1,0,0.420079899,0.378922121,0,1,0,0,0,1,0,0,1,0,0
1893,0,0,1,0,0.014084507,1,0,0,0,1,0,0,0,0,0.577922085,0.015367722,1,0,1,0,1,0,0,0,0,1,0
1894,0,0,0,0,0.028169014,1,0,0,0,1,1,1,1,1,0.800699258,0.031764195,1,0,1,0,1,0,0,0,0,1,0
1895,1,1,0,0,0.169014085,1,1,1,0,0,0,1,1,1,0.82167834,0.149024705,1,0,1,0,1,0,0,0,0,1,0
1896,1,0,1,1,0.38028169,1,0,0,0,0,0,1,1,1,0.714785189,0.298234354,1,0,1,0,0,1,0,1,0,0,0
1897,1,0,0,0,0.746478873,1,1,0,0,1,1,0,1,1,0.764735238,0.583268325,0,0,1,0,0,0,1,1,0,0,0
1898,1,0,1,0,0.253521127,1,0,0,0,0,0,0,0,0,0.263236775,0.094876466,0,1,0,0,1,0,0,0,0,0,1
1899,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.740259744,0.77609016,0,1,0,0,0,0,1,1,0,0,0
1900,1,1,1,1,0.774647887,1,0,1,0,0,1,1,1,1,0.539960017,0.469932102,0,1,0,0,0,0,1,0,1,0,0
1901,0,0,0,0,0.197183099,1,1,0,0,0,0,0,0,0,0.329670317,0.086305447,1,1,0,0,1,0,0,0,0,1,0
1902,0,1,0,0,0.126760563,1,0,0,0,0,0,0,1,1,0.606393597,0.089547752,1,0,1,0,1,0,0,0,0,1,0
1903,0,0,0,0,0.056338028,1,1,0,0,0,0,1,1,1,0.762237736,0.051316282,1,0,1,0,1,0,0,1,0,0,0
1904,1,0,0,0,0.014084507,1,1,0,0,0,0,0,1,1,0.67082913,0.017448346,1,0,1,0,1,0,0,0,0,1,0
1905,0,0,0,0,0.676056338,1,1,0,1,0,1,1,1,1,0.880119882,0.595203017,0,0,1,0,0,1,0,1,0,0,0
1906,1,0,0,0,0.873239437,1,1,1,1,1,0,1,1,0,0.896103883,0.781534472,0,0,1,0,1,0,0,0,1,0,0
1907,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0.367132854,0.004213264,0,1,0,0,1,0,0,0,0,0,1
1908,0,1,0,0,0.718309859,1,1,0,0,0,0,0,0,1,0.543456505,0.440502818,0,0,1,0,1,0,0,1,0,0,0
1909,1,1,1,0,0.830985915,1,1,0,1,0,0,0,1,0,0.708291667,0.609825181,0,0,1,0,1,0,0,0,0,1,0
1910,0,0,0,0,0.887323944,1,1,0,0,1,1,1,1,1,0.860139862,0.794214686,0,0,1,0,0,1,0,0,1,0,0
1911,1,0,1,1,0.591549296,1,0,1,0,1,0,1,1,0,0.565934027,0.373992209,0,1,0,0,0,0,1,1,0,0,0
1912,1,0,1,0,0.845070423,1,1,0,0,0,1,1,1,0,0.825174828,0.735737599,0,0,1,0,0,1,0,1,0,0,0
1913,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25824177,0.002953331,1,1,0,0,1,0,0,0,0,0,1
1914,0,1,0,0,0.056338028,1,0,0,0,0,0,1,1,1,0.708791198,0.05303858,1,0,1,0,1,0,0,0,0,1,0
1915,0,0,0,0,0.915492958,1,1,1,1,1,1,0,0,0,0.501498494,0.511914441,0,1,0,0,0,0,1,1,0,0,0
1916,0,0,1,0,0.929577465,1,0,1,1,1,1,1,1,1,0.924075941,0.844062974,0,0,1,0,0,0,1,0,0,1,0
1917,1,0,1,0,0.577464789,1,0,0,0,1,1,1,1,1,0.803696292,0.475786736,0,0,1,0,0,0,1,0,1,0,0
1918,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0.674325695,0.007767664,1,0,1,0,1,0,0,0,0,1,0
1919,0,0,1,1,0.464788732,1,1,0,0,1,0,1,1,0,0.585914047,0.316133512,0,1,0,0,0,1,0,1,0,0,0
1920,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0.770229774,0.00887733,1,0,1,0,1,0,0,0,0,0,1
1921,1,0,1,1,0.957746479,1,1,1,0,1,0,0,0,0,0.658341618,0.67386217,0,0,1,0,0,1,0,1,0,0,0
1922,0,0,0,0,0.338028169,1,0,0,0,1,1,1,1,0,0.806693325,0.288357174,0,0,1,0,0,0,1,1,0,0,0
1923,0,0,1,1,0.887323944,1,0,1,1,0,0,0,0,0,0.624375645,0.591417437,0,0,1,0,1,0,0,0,0,1,0
1924,0,0,1,1,0.408450704,1,1,1,1,1,1,0,0,0,0.490009967,0.229024702,0,1,0,0,1,0,0,0,0,1,0
1925,0,0,0,0,0.169014085,1,0,0,0,0,0,0,0,1,0.515484523,0.105522323,0,0,1,0,1,0,0,0,0,1,0
1926,1,0,1,0,0.887323944,1,1,1,1,1,1,1,1,1,0.963536449,0.852743812,0,0,1,0,0,1,0,0,0,1,0
1927,1,0,0,1,0.633802817,1,1,0,0,1,1,0,0,1,0.661838182,0.455425528,0,0,1,0,1,0,0,1,0,0,0
1928,0,0,1,1,0.225352113,1,1,0,0,0,0,1,1,1,0.739260759,0.172951883,1,0,1,0,1,0,0,0,0,1,0
1929,1,0,1,1,0.169014085,1,0,1,0,1,0,0,1,1,0.445554454,0.092235225,0,1,0,0,1,0,0,0,0,0,1
1930,1,0,1,1,0.929577465,1,1,1,1,0,1,1,0,0,0.553946046,0.560560601,0,1,0,0,0,0,1,0,1,0,0
1931,0,0,0,0,0.070422535,1,0,0,0,0,1,0,0,0,0.314685302,0.031151568,0,1,0,0,1,0,0,0,0,0,1
1932,0,1,1,0,0.732394366,1,1,1,0,0,1,0,0,1,0.414585401,0.371137108,1,1,0,0,0,1,0,0,0,1,0
1933,0,1,1,0,0.211267606,1,0,0,1,0,0,0,0,1,0.556943079,0.134015316,1,0,1,0,1,0,0,0,1,0,0
1934,1,0,0,0,0.169014085,1,0,0,1,0,0,0,0,1,0.560439567,0.109510186,0,0,1,0,0,1,0,0,0,0,1
1935,0,0,0,0,0.112676056,1,1,0,0,0,0,1,0,1,0.667332642,0.085507872,1,0,1,0,1,0,0,0,0,1,0
1936,1,0,0,0,0.338028169,1,0,1,1,1,1,1,0,0,0.556943079,0.213258205,1,1,0,0,0,1,0,0,0,0,1
1937,0,0,1,1,0.521126761,1,1,1,0,1,1,1,1,1,0.667832173,0.378922121,0,1,0,0,0,0,1,1,0,0,0
1938,1,0,1,0,0.591549296,1,1,1,1,0,0,0,1,1,0.754745228,0.472584864,0,0,1,0,1,0,0,0,0,1,0
1939,1,0,0,1,0.042253521,1,0,0,0,1,1,1,1,1,0.794705268,0.043629532,1,0,1,0,1,0,0,1,0,0,0
1940,1,0,0,0,0.338028169,1,1,0,1,1,1,1,1,0,0.902597404,0.322519873,0,0,1,0,0,0,1,0,0,1,0
1941,0,0,0,1,0.366197183,1,0,1,1,0,0,0,0,0,0.376123878,0.179014599,0,1,0,0,0,1,0,0,0,0,1
1942,0,0,0,1,0.985915493,1,1,1,1,0,0,0,0,1,0.668331628,0.69470888,0,0,1,0,0,1,0,0,1,0,0
1943,1,0,0,0,0.323943662,1,1,0,0,1,0,1,0,1,0.703296662,0.237410779,0,0,1,0,1,0,0,0,1,0,0
1944,1,0,0,0,0.690140845,1,1,1,1,0,1,1,1,1,0.910089911,0.639479833,1,0,1,0,0,0,1,0,0,1,0
1945,0,0,0,0,0.788732394,1,0,1,0,1,0,1,1,1,0.557442534,0.496864626,0,1,0,0,0,0,1,1,0,0,0
1946,1,0,0,0,0.197183099,1,0,0,1,0,0,0,0,0,0.302697283,0.082988006,0,1,0,0,1,0,0,0,0,1,0
1947,0,0,0,0,0.042253521,1,1,1,0,0,0,0,0,1,0.61488509,0.03667678,0,0,1,0,1,0,0,0,0,1,0
1948,1,0,0,0,0.38028169,1,0,1,1,0,0,0,0,0,0.374625361,0.173824595,0,1,0,0,1,0,0,0,0,1,0
